SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,DAYS_DECISION,CODE_REJECT_REASON,CNT_PAYMENT
1110650,429505,Consumer loans,15292.665,140760,113404.5,-1925,XAP,10
2260839,317067,Consumer loans,27066.51,307102.5,285511.5,-2033,XAP,14
2541898,348803,Revolving loans,7875,0,157500,-2649,XAP,0
1524627,255270,Cash loans,,0,0,-230,XAP,
1823862,111318,Cash loans,,0,0,-212,XAP,
2634965,368590,Cash loans,24005.25,225000,225000,-221,HC,12
2759466,265131,Consumer loans,7880.985,57046.5,57046.5,-53,XAP,10
2027134,172338,Consumer loans,10969.47,207833.625,243495,-613,XAP,24
1743441,375913,Consumer loans,15479.865,92884.5,87309,-1762,XAP,6
2642115,146051,Consumer loans,7434.495,113400,113400,-495,XAP,18
2049100,189325,Consumer loans,9573.57,85320,93766.5,-2260,XAP,12
1927380,288772,Cash loans,35624.79,1345500,1345500,-42,HC,60
2527517,247585,Consumer loans,17941.05,190813.5,190813.5,-824,XAP,12
1073119,143291,Consumer loans,4511.835,37530,36562.5,-1520,LIMIT,10
2388338,368304,Cash loans,,0,0,-159,XAP,
2005907,324472,Cash loans,,0,0,-449,HC,
1089112,106139,Cash loans,,0,0,-240,XAP,
2825659,349325,Cash loans,,0,0,-152,XAP,
1171199,428076,Consumer loans,21678.345,128934,122166,-495,XAP,6
2610721,390638,Consumer loans,14570.505,147717,159417,-215,XAP,12
2745053,122763,Revolving loans,2250,45000,45000,-351,XAP,0
1622363,297331,Cash loans,26536.77,427500,486751.5,-542,HC,36
2823022,383636,Revolving loans,,0,0,-270,XAP,
1749381,147618,Cash loans,12856.095,292500,354276,-274,HC,48
2440810,365662,Cash loans,,0,0,-361,XAP,
2336886,282810,Cash loans,,0,0,-67,XAP,
2563919,281442,Cash loans,,0,0,-64,XAP,
2727178,403441,Consumer loans,13531.365,71995.5,68476.5,-1381,XAP,6
2304350,208732,Consumer loans,12517.74,113841,99090,-421,XAP,10
1461269,151627,Consumer loans,10391.4,112554,103914,-2336,XAP,12
2178148,151627,Consumer loans,9628.335,89995.5,89014.5,-1526,XAP,12
1233535,282394,Consumer loans,49490.01,284386.5,264393,-1129,XAP,6
1706981,302716,Revolving loans,,0,0,-69,XAP,
2628403,298927,Cash loans,33952.005,270000,321925.5,-722,XAP,12
2502133,238322,Cash loans,34917.615,931500,1189710,-221,SCO,60
1322595,127276,Consumer loans,10349.73,62100,58374,-2237,SCO,6
1745683,114295,Consumer loans,21777.255,217755,195979.5,-508,XAP,10
1056921,101754,Consumer loans,4095.405,37336.5,20358,-630,XAP,6
1564819,442613,Consumer loans,12595.5,139950,125955,-1444,XAP,12
1054243,134388,Consumer loans,8766.63,80995.5,78907.5,-2296,XAP,10
1817524,143205,Consumer loans,7442.28,30100.5,35797.5,-1224,XAP,6
1204772,428408,Consumer loans,10485.36,53347.5,56164.5,-299,XAP,6
2408503,319972,Consumer loans,8665.335,44995.5,42498,-1970,XAP,6
1717288,307949,Cash loans,14746.455,135000,143910,-624,XAP,12
1717056,164000,Consumer loans,17203.185,74160,83673,-1291,XAP,6
1463712,455379,Consumer loans,3135.24,34515,31063.5,-302,XAP,12
1728489,338308,Consumer loans,5708.385,49455,48915,-2500,XAP,12
1241604,322517,Consumer loans,14589.72,143955,156307.5,-650,XAP,12
2137630,186871,Consumer loans,3732.12,32859,32859,-417,XAP,10
1950260,175362,Consumer loans,4625.055,40720.5,40720.5,-263,XAP,10
1236517,255771,Consumer loans,4516.56,22950,22950,-1439,XAP,6
1225349,207183,Cash loans,25932.915,450000,533160,-544,LIMIT,48
1065491,447585,Consumer loans,5839.425,44995.5,48955.5,-1062,XAP,10
2591290,178210,Consumer loans,34286.4,367092,367092,-1002,LIMIT,12
1065492,109805,Consumer loans,27843.75,253125,253125,-452,XAP,10
1517739,211714,Consumer loans,3468.915,49050,31050,-376,XAP,10
1264877,111371,Consumer loans,4980.51,43155,42678,-2372,XAP,12
1194980,332145,Consumer loans,5695.92,46800,24300,-2824,SCO,5
1467398,355767,Consumer loans,14584.275,156654,140985,-551,XAP,12
1225762,387993,Cash loans,,0,0,-51,XAP,
1367089,432212,Consumer loans,16837.74,180391.5,180391.5,-528,XAP,12
2248841,157137,Consumer loans,5953.995,30915,29200.5,-1798,XAP,6
2248845,284106,Consumer loans,4708.71,51705,25929,-2638,XAP,6
2043624,377506,Consumer loans,2889.36,16780.5,14170.5,-1933,LIMIT,6
2372908,278438,Cash loans,48140.19,1305000,1456587,-119,XAP,48
1300886,280883,Cash loans,,0,0,-192,XAP,
2424039,381738,Cash loans,,0,0,-332,XAP,
1011404,425301,Consumer loans,,0,0,-639,XAP,
1866325,286664,Consumer loans,9345.825,79848,91440,-336,XAP,12
1616489,377433,Consumer loans,6846.255,33570,33570,-264,CLIENT,6
2622589,352446,Consumer loans,10205.64,72855,88744.5,-1082,XAP,10
2002078,407504,Consumer loans,8451.765,82440,82440,-641,XAP,12
2104337,224852,Consumer loans,19929.87,216000,194400,-400,XAP,12
1710924,353617,Consumer loans,2307.15,51156,51156,-1476,XAP,24
1643234,167635,Consumer loans,8256.69,82575,74317.5,-2795,XAP,10
2517003,426249,Cash loans,16274.79,135000,143910,-1983,XAP,12
2812611,200007,Consumer loans,6645.375,35055,33111,-2383,XAP,6
2592698,359556,Consumer loans,5003.64,50346,45310.5,-685,XAP,12
1430140,198657,Consumer loans,7686.18,56205,62140.5,-281,XAP,12
1810585,273645,Consumer loans,14957.235,151875,148414.5,-731,XAP,12
1819981,348116,Consumer loans,10200.105,58720.5,55638,-505,XAP,6
2002075,119749,Consumer loans,12980.925,140319,140319,-350,XAP,12
2404051,285142,Consumer loans,6114.465,40900.5,44275.5,-1345,XAP,10
2561305,153996,Consumer loans,15122.745,129586.5,129586.5,-2459,XAP,12
1261643,295946,Revolving loans,2250,45000,45000,-393,XAP,0
1057972,171227,Consumer loans,5710.275,49117.5,48577.5,-119,XAP,10
2111204,425115,Consumer loans,7110.675,64642.5,64642.5,-300,XAP,10
2641801,245383,Consumer loans,7185.825,39285,35235,-785,XAP,6
2455269,424183,Consumer loans,11984.535,148500,167904,-1246,XAP,18
2432058,360278,Consumer loans,15408.18,96300,86670,-357,XAP,6
1838158,363959,Cash loans,17717.4,270000,270000,-2325,LIMIT,24
1224731,337870,Cash loans,13114.98,112500,119925,-2467,XAP,12
2247237,213883,Cash loans,11490.885,135000,148365,-242,XAP,18
2313450,355401,Revolving loans,2250,45000,45000,-345,XAP,0
2562647,234765,Cash loans,18342.045,90000,92970,-359,XAP,6
2772257,238293,Revolving loans,2250,45000,45000,-279,HC,0
2422486,312803,Revolving loans,13500,0,270000,-391,HC,0
1095590,423629,Cash loans,17009.73,328500,328500,-502,HC,24
2168586,172350,Consumer loans,13585.275,301225.5,301225.5,-1572,XAP,24
1063004,222524,Consumer loans,8896.185,86949,46057.5,-257,XAP,6
1164105,391409,Consumer loans,4859.46,34137,24021,-1872,XAP,6
1249401,261415,Consumer loans,10890.54,82413,89667,-880,XAP,10
2730441,175598,Consumer loans,9371.385,50197.5,50197.5,-431,XAP,6
1451648,308613,Cash loans,,0,0,-462,XAP,
1609212,420323,Cash loans,15060.735,112500,136444.5,-681,XAP,12
2516189,266060,Cash loans,,0,0,-114,XAP,
1250903,320181,Cash loans,,0,0,-227,XAP,
2427414,322843,Cash loans,11621.385,135000,148365,-568,XAP,18
1913491,202122,Cash loans,,0,0,-9,XAP,
1044728,122986,Cash loans,,0,0,-296,XAP,
2043108,273012,Cash loans,7381.8,67500,67500,-2619,SCO,12
1889039,443997,Cash loans,4921.2,45000,45000,-2641,SCO,12
1446984,443997,Cash loans,9416.475,67500,82111.5,-1793,XAP,12
1835403,443997,Cash loans,5246.01,45000,47970,-2716,XAP,12
1335071,149951,Cash loans,19566.765,184500,234256.5,-1885,XAP,18
1109977,448956,Cash loans,35948.295,675000,744498,-681,XAP,36
2838790,121055,Cash loans,15690.24,180000,223591.5,-1328,HC,18
1735492,226835,Cash loans,31515.93,405000,449905.5,-2048,XAP,24
1576846,152558,Revolving loans,7875,0,157500,-1446,SCO,0
2714588,231483,Revolving loans,6300,0,90000,-2081,XAP,0
2412191,305651,Consumer loans,3306.15,30825,30415.5,-2697,XAP,12
2725797,425292,Consumer loans,4191.075,21978,20830.5,-1112,XAP,6
1875661,456038,Consumer loans,41422.5,405000,225000,-1451,XAP,6
2424693,139729,Consumer loans,38729.25,222542.55,218439,-2321,XAP,6
1001220,309757,Revolving loans,2250,45000,45000,-326,XAP,0
1326784,309757,Consumer loans,28495.98,282082.5,282082.5,-326,XAP,12
1538376,436466,Consumer loans,9741.195,95017.5,95017.5,-467,XAP,12
1620006,417704,Consumer loans,7340.4,38115,36000,-2066,XAP,6
1726933,447133,Consumer loans,3671.685,22275,18657,-2216,XAP,6
1978202,102004,Consumer loans,11614.095,43965,40765.5,-2447,XAP,4
2748399,381429,Cash loans,23645.745,292500,316246.5,-1275,XAP,18
2035004,101748,Consumer loans,5524.47,50926.5,46075.5,-1803,XAP,12
1254832,153780,Consumer loans,4554,41400,41400,-437,XAP,10
1243822,379293,Cash loans,35165.25,279000,317430,-1500,XAP,12
1931318,288133,Cash loans,92882.07,1354500,1402776,-638,XAP,18
2013808,425955,Cash loans,23496.705,225000,239850,-243,XAP,12
2810407,227136,Cash loans,29571.3,450000,512370,-1397,HC,36
2118050,179968,Cash loans,17769.555,157500,167895,-1319,XAP,12
1907380,194906,Revolving loans,13500,270000,270000,-321,HC,0
1861886,184839,Cash loans,87936.615,900000,926136,-254,XAP,12
2587034,395419,Consumer loans,33584.265,187695,187695,-209,SCO,6
2447777,315596,Cash loans,22754.52,450000,501975,-541,XAP,30
1385177,242903,Consumer loans,5943.375,107586,128889,-1165,XAP,24
2644227,390256,Consumer loans,16013.07,128209.5,144387,-1329,XAP,10
2610255,279124,Consumer loans,10498.095,85671,94153.5,-1566,XAP,12
1779927,194735,Consumer loans,17236.485,162702,175590,-85,XAP,12
2675406,378228,Consumer loans,4679.955,92835,103333.5,-479,XAP,24
2209874,363399,Consumer loans,9865.17,93478.5,92457,-1757,XAP,12
2210405,260504,Consumer loans,8696.16,73237.5,71338.5,-1335,XAP,10
2003533,353421,Cash loans,,0,0,-28,XAP,
2259145,422621,Consumer loans,4573.89,84656.7,101416.5,-1138,XAP,24
1038874,368718,Consumer loans,11017.53,62991,62140.5,-1903,XAP,6
2155907,268210,Consumer loans,6863.76,54990,53833.5,-1940,XAP,12
1037743,136344,Consumer loans,5448.555,44811,44811,-486,XAP,12
2676033,192930,Consumer loans,1709.325,17095.5,15385.5,-2921,XAP,10
2087570,409722,Consumer loans,17021.16,152910,166027.5,-612,XAP,12
1551488,348829,Consumer loans,3111.93,15948,16803,-1778,XAP,6
1856697,273057,Consumer loans,4474.035,34582.5,33538.5,-2841,XAP,10
2344975,102862,Consumer loans,5324.805,44910,44410.5,-2173,XAP,12
1291823,426666,Consumer loans,3967.92,24750,23746.5,-1223,XAP,8
2676002,417959,Consumer loans,8365.23,74160,72238.5,-2466,XAP,10
2280921,159784,Consumer loans,14085.27,176062.5,123241.5,-349,XAP,10
2095782,273028,Cash loans,5425.425,45000,47970,-535,XAP,12
2516646,194885,Cash loans,32681.25,225000,275373,-418,XAP,12
1968549,124588,Cash loans,32524.02,450000,497520,-279,XAP,24
1379521,124588,Revolving loans,13500,270000,270000,-279,HC,0
1662085,163310,Cash loans,31813.425,355500,455976,-596,HC,24
2783756,306104,Cash loans,12911.715,315000,400239,-769,XAP,60
2486032,282237,Cash loans,36517.005,900000,1030680,-646,XAP,60
2329622,143379,Cash loans,19311.75,697500,697500,-170,HC,60
2259592,252732,Consumer loans,7775.82,68310,70002,-238,XAP,12
2331263,438220,Cash loans,18548.55,315000,315000,-1222,XAP,24
1714041,203664,Consumer loans,,83868.75,83868.75,-1198,LIMIT,
2842490,407540,Consumer loans,8163.945,68841,68089.5,-1284,XAP,12
2112705,421010,Cash loans,8566.605,45000,46485,-169,HC,6
2668081,312587,Revolving loans,38250,765000,765000,-501,HC,0
2084256,364456,Cash loans,,0,0,-141,XAP,
2456596,374239,Consumer loans,,85320,85320,-1285,XNA,
2527393,322634,Consumer loans,8588.79,85477.5,85477.5,-1014,XAP,12
1387362,297750,Cash loans,7869.015,67500,71955,-2532,XAP,12
1263955,204605,Cash loans,16591.5,135000,135000,-2694,XAP,10
1747211,209293,Consumer loans,11491.605,92160,101893.5,-935,XAP,12
1440904,133882,Consumer loans,6261.3,69124.5,69124.5,-451,XAP,12
2436726,267224,Consumer loans,4434.3,106452,95157,-2561,XAP,24
1880383,286171,Consumer loans,4488.435,17505,15754.5,-2744,XAP,4
2713708,320218,Consumer loans,5305.41,30330,28647,-2539,XAP,6
1213615,131973,Consumer loans,6889.095,60615,60615,-1559,XAP,12
1692816,353144,Consumer loans,2891.88,15259.5,14409,-2612,XAP,6
1386028,429840,Consumer loans,7270.875,34110,27288,-1322,XAP,4
1975235,341177,Consumer loans,4299.975,25596,21478.5,-1375,XAP,6
1234373,100517,Consumer loans,5504.4,50040,50040,-790,XAP,10
1305580,367389,Consumer loans,34076.52,316440,337324.5,-364,XAP,12
2741959,114112,Consumer loans,4025.115,33839.55,28854,-2423,XAP,8
1836323,188000,Consumer loans,13710.15,137115.045,123403.5,-2564,SCO,10
1954052,354157,Consumer loans,7522.695,73350,73350,-135,XAP,12
1595721,201574,Cash loans,16518.6,270000,270000,-1351,XAP,24
1447609,159785,Consumer loans,,22450.5,22450.5,-642,CLIENT,
2536596,393245,Consumer loans,15870.33,170100,170100,-1233,XAP,12
2163205,188952,Consumer loans,8189.505,147150,124650,-1709,XAP,24
2578555,300323,Consumer loans,43610.49,425385,425385,-481,XAP,12
1849988,328630,Revolving loans,16875,0,337500,-1271,XAP,0
2144692,423348,Consumer loans,2640.195,26145,26014.5,-687,XAP,12
2344218,132136,Cash loans,9127.35,135000,135000,-2116,HC,24
1320510,380033,Consumer loans,28239.57,157409.28,147928.5,-2017,XAP,6
2254204,424935,Consumer loans,13364.82,125950.5,125325,-785,XAP,12
1593402,252512,Consumer loans,4413.24,36855,32355,-1999,XAP,10
1451660,258075,Consumer loans,,111505.5,111505.5,-172,CLIENT,
1002182,268093,Consumer loans,3378.69,74916,74916,-1233,XAP,24
2497372,156298,Consumer loans,8786.745,73795.05,79879.5,-1569,XAP,10
1320928,291076,Consumer loans,3391.29,36756,33079.5,-286,XAP,12
2051236,215250,Consumer loans,4214.07,81387,90544.5,-1523,XAP,24
2791080,248399,Consumer loans,20017.845,275850,303160.5,-913,XAP,18
1001514,289780,Cash loans,63011.205,900000,939204,-805,XAP,18
1605523,132058,Cash loans,38394.495,1215000,1391418,-4,HC,60
1070223,323838,Cash loans,,0,0,-92,XAP,
1883842,196350,Cash loans,,0,0,-375,XAP,
1077560,418381,Revolving loans,4500,0,90000,-1381,XAP,0
1346875,145892,Cash loans,15156,180000,180000,-2436,SCO,18
2830396,101587,Cash loans,,0,0,-70,XAP,
1854218,268983,Revolving loans,9000,0,180000,-1408,HC,0
2408793,442779,Cash loans,16121.565,202500,229230,-1646,XAP,24
1019850,217731,Cash loans,,0,0,-277,XAP,
1581008,217731,Cash loans,30711.285,873000,1045854,-277,HC,60
1896360,320091,Revolving loans,10125,202500,202500,-344,XAP,0
2101237,186383,Cash loans,33643.845,675000,744498,-696,XAP,36
1219172,313096,Cash loans,,0,0,-9,XAP,
2227497,279134,Cash loans,21839.625,450000,512370,-417,XAP,36
2050894,369633,Cash loans,65368.62,900000,939204,-665,XAP,18
1180510,319170,Cash loans,54389.7,1350000,1467612,-791,XAP,36
2044257,411518,Consumer loans,10632.33,236011.5,236011.5,-730,XAP,24
1944038,316794,Cash loans,,0,0,-195,XAP,
2816157,269459,Cash loans,,0,0,-24,XAP,
1687362,148764,Consumer loans,5904.09,36045,35545.5,-1315,XAP,8
1865554,355442,Consumer loans,10025.1,91228.5,91228.5,-349,XAP,10
2221164,278588,Consumer loans,12976.02,287716.5,287716.5,-1530,XAP,24
2379200,403396,Consumer loans,8220.285,182268,182268,-1770,XAP,24
2357018,179672,Consumer loans,6757.425,49959,47925,-2559,XAP,8
2678246,248372,Cash loans,,0,0,-117,HC,
2066688,417910,Cash loans,,0,0,-500,HC,
1631377,285112,Cash loans,,0,0,-348,XAP,
1068070,408791,Cash loans,,0,0,-370,XAP,
2808590,411330,Cash loans,8809.335,135000,206442,-469,HC,48
1087704,345099,Revolving loans,40500,810000,810000,-87,XAP,0
1058337,228021,Revolving loans,4500,90000,90000,-215,XAP,0
1633685,122803,Cash loans,,0,0,-71,XAP,
1909667,412428,Cash loans,,0,0,-343,XAP,
2352347,412428,Revolving loans,,0,0,-225,XAP,
1657408,371528,Cash loans,,0,0,-187,XAP,
1109233,102135,Revolving loans,38250,0,765000,-583,XAP,0
1332735,194554,Consumer loans,7921.35,40050,42430.5,-406,XAP,6
2670781,259529,Consumer loans,20884.185,107118,112419,-1070,XAP,6
2424562,326204,Consumer loans,4318.56,38695.5,37696.5,-1941,XAP,10
2640082,307162,Consumer loans,7163.64,64291.5,71082,-519,XAP,12
1003253,226145,Consumer loans,2323.89,22779.9,20529,-2242,XAP,12
1089303,366816,Cash loans,,0,0,-11,XAP,
1622331,179979,Cash loans,,0,0,-378,XAP,
1064041,437465,Cash loans,,0,0,-315,XAP,
2052221,116907,Revolving loans,38250,765000,765000,-369,XAP,0
2495654,398295,Revolving loans,6750,135000,135000,-197,XAP,0
1747332,368210,Cash loans,21774.465,270000,299223,-430,XAP,24
1851784,277951,Consumer loans,15441.39,152991,152991,-326,HC,12
1630245,423691,Cash loans,26729.415,382500,417843,-820,XAP,24
2543243,222083,Cash loans,22661.37,661500,775012.5,-574,XAP,60
1198691,146835,Cash loans,113231.295,1129500,1162300.5,-315,XAP,12
1298805,107616,Revolving loans,11250,225000,225000,-728,XAP,0
1834208,306286,Cash loans,,0,0,-136,XAP,
1123138,306286,Cash loans,,0,0,-216,XAP,
1911047,314660,Cash loans,,0,0,-81,XAP,
1830078,393514,Consumer loans,4425.345,29025,23377.5,-1376,XAP,6
2480607,206238,Consumer loans,5820.21,27045,25344,-1838,XAP,5
2675315,309966,Consumer loans,5094.765,26955,25461,-2243,XAP,6
1102882,263507,Consumer loans,8535.195,96007.5,111217.5,-698,XAP,18
1255645,452501,Revolving loans,33750,675000,675000,-183,XAP,0
2256532,392941,Consumer loans,9940.14,75136.5,81747,-338,XAP,10
2015742,320515,Consumer loans,10804.41,104697,115753.5,-366,XAP,12
2243735,327439,Consumer loans,15581.745,168718.5,168718.5,-134,XAP,12
1324121,344566,Cash loans,,0,0,-147,XAP,
2769915,305545,Revolving loans,45000,0,900000,-846,XAP,0
1966220,120670,Cash loans,,0,0,-126,XAP,
2542280,271933,Cash loans,13404.555,346500,419679,-253,HC,48
1413527,312073,Consumer loans,4932.99,45576,44401.5,-2516,XAP,10
2266889,264744,Cash loans,,0,0,-490,XAP,
2688325,421596,Cash loans,,0,0,-315,XAP,
1881342,420497,Cash loans,,0,0,-49,XAP,
1999713,125448,Revolving loans,33750,0,675000,-546,XAP,0
1501760,455577,Cash loans,16583.535,225000,254700,-348,SCO,24
2311792,130017,Cash loans,15373.35,472500,472500,-186,HC,60
1486673,280227,Cash loans,21783.42,495000,563607,-352,XAP,42
1674579,286766,Cash loans,,0,0,-90,XAP,
2081820,286766,Cash loans,,0,0,-489,XAP,
2523284,249778,Consumer loans,3115.62,46746,23373,-2043,XAP,9
2287756,282868,Consumer loans,17017.74,79839,63868.5,-1418,XAP,4
1027236,417067,Consumer loans,6634.17,147265.65,147262.5,-717,XAP,24
1538572,321220,Consumer loans,8103.015,36722.25,30411,-966,XAP,4
1753995,363401,Consumer loans,4093.335,29655,32589,-1797,LIMIT,12
1885287,350405,Cash loans,16632.405,135000,162315,-551,XAP,12
2370387,110693,Cash loans,14859.315,184500,240745.5,-1514,XAP,24
2395791,180717,Cash loans,110897.82,2025000,2121228,-501,XAP,24
1937853,320258,Consumer loans,7016.715,68085,51849,-298,XAP,10
1904214,335765,Cash loans,59400,2160000,2160000,-268,HC,60
1581266,370419,Revolving loans,9000,180000,180000,-28,HC,0
1141155,349408,Consumer loans,21073.905,101205,94842,-1286,LIMIT,5
1127416,104958,Consumer loans,10066.95,80460,87538.5,-1060,XAP,10
1307341,251547,Consumer loans,7646.715,70645.5,68827.5,-2859,XAP,10
1412134,370601,Consumer loans,8279.685,76495.5,74524.5,-2467,XAP,10
2583977,300556,Consumer loans,4764.465,37350,40635,-956,XAP,10
1108417,309123,Consumer loans,3130.56,27355.5,19566,-1939,XAP,8
2108751,413836,Cash loans,22051.17,679500,679500,-102,HC,60
1922240,446242,Cash loans,17140.5,450000,450000,-172,XAP,36
2111292,153929,Cash loans,,0,0,-63,XAP,
2599581,227059,Cash loans,,0,0,-267,XAP,
1331948,167370,Cash loans,20341.215,247500,301203,-247,XAP,18
1167616,260606,Cash loans,21037.5,225000,225000,-233,XAP,12
1219683,319942,Consumer loans,10883.88,60982.74,54229.5,-2738,XAP,6
1697435,413358,Consumer loans,5731.56,47460.6,46714.5,-1500,XAP,12
1665027,400319,Consumer loans,4882.23,89478,108373.5,-263,XAP,24
1629915,398138,Consumer loans,1933.47,15750,14175,-2219,XAP,10
2638097,364583,Revolving loans,4500,90000,90000,-669,HC,0
2762876,198825,Consumer loans,10571.4,127665,147888,-979,XAP,18
2101802,421374,Consumer loans,3822.12,32029.02,28651.5,-2741,XAP,10
2686085,345813,Cash loans,19348.56,346500,346500,-240,HC,24
1565007,390416,Consumer loans,9566.865,76320,82615.5,-2301,XAP,10
2069577,374937,Revolving loans,6750,0,135000,-2633,XAP,0
1940540,104043,Consumer loans,2175.57,19669.5,19440,-1550,XAP,12
2496838,321562,Consumer loans,2071.17,18400.5,17748,-2474,XAP,12
1624364,332255,Consumer loans,15474.15,136835.775,135544.5,-1772,XAP,12
1644895,368088,Consumer loans,11906.82,108158.76,104031,-1535,XAP,12
1251186,271341,Consumer loans,31514.13,341550,307395,-381,XAP,12
2380681,126323,Consumer loans,,61384.5,61384.5,-728,CLIENT,
1355444,221423,Consumer loans,4966.83,93600,93600,-591,XAP,24
2044905,105698,Consumer loans,5351.625,44545.5,44010,-1861,XAP,12
2173610,131759,Consumer loans,17650.845,445054.5,445054.5,-369,XAP,36
1175752,441593,Revolving loans,2250,45000,45000,-310,XAP,0
1480901,265929,Consumer loans,6582.24,34605,32683.5,-1190,XAP,6
1321190,276207,Consumer loans,6654.69,47673,59683.5,-1992,XAP,12
1118875,194290,Consumer loans,6479.64,35658,33678,-2705,XAP,6
2313451,246327,Revolving loans,22500,0,450000,-596,XAP,0
2009757,393360,Consumer loans,2093.445,17955,22428,-311,XAP,12
1775350,141550,Revolving loans,2250,45000,45000,-508,XAP,0
2113650,280830,Consumer loans,17023.455,166050,166050,-572,XAP,12
1887631,416191,Consumer loans,4046.355,71766,86922,-234,XAP,24
1498337,266599,Consumer loans,6725.565,121828.5,111667.5,-1237,XAP,24
2347742,202084,Consumer loans,6087.33,70285.5,53257.5,-1852,XAP,10
1340580,286777,Consumer loans,3651.525,38925,34222.5,-2009,XAP,12
2723015,368768,Consumer loans,8215.38,48591.9,51799.5,-2656,XAP,8
2216849,368018,Consumer loans,9902.79,76410,83133,-344,XAP,10
2136442,308327,Consumer loans,10123.245,86737.5,84150,-2141,XAP,10
1751852,366799,Consumer loans,7833.78,97020,77616,-169,XAP,12
2154406,368492,Consumer loans,7020.585,46710,50818.5,-330,XAP,10
2266845,238557,Cash loans,10167.3,247500,247500,-2513,SCO,60
2475791,366707,Consumer loans,8103.87,32751,38781,-1437,XAP,6
1310194,350530,Consumer loans,14989.32,111501,123277.5,-834,XAP,12
1961700,350807,Cash loans,,0,0,-313,XAP,
1367093,450999,Cash loans,33608.655,652500,742077,-469,XAP,48
1627442,292250,Revolving loans,6750,135000,135000,-610,XAP,0
2796042,152739,Cash loans,,0,0,-418,XAP,
1118078,369050,Consumer loans,8857.17,40320,37786.5,-2862,SCO,5
2425449,369050,Consumer loans,7644.15,40320,32611.5,-2862,XAP,5
1765581,276263,Consumer loans,6028.29,64584,64584,-594,XAP,12
2802824,278232,Consumer loans,2155.68,17955,16159.5,-2844,XAP,10
1563590,262234,Consumer loans,18425.025,181800,197397,-180,XAP,12
2527367,343853,Consumer loans,12511.8,109651.5,102901.5,-403,XAP,12
1906221,401168,Consumer loans,14429.34,282950.1,320296.5,-466,XAP,24
1084120,329123,Consumer loans,13184.865,131130,118017,-108,XAP,10
2280268,115162,Revolving loans,38250,0,765000,-251,HC,0
1286015,381797,Consumer loans,4137.03,34830,30330,-1502,XAP,10
1598609,226635,Consumer loans,6507.09,30528,24421.5,-1483,XAP,4
1420756,413207,Consumer loans,9166.32,53955,44955,-1764,XAP,6
1919167,153899,Consumer loans,8435.16,77931,75924,-2596,XAP,10
2504091,312121,Consumer loans,2978.685,20628,22329,-2469,XAP,10
2837307,117334,Consumer loans,5751.99,58455,29227.5,-1077,XAP,6
1922741,225430,Consumer loans,13003.38,69210,72864,-515,XAP,6
2348414,227841,Cash loans,,0,0,-170,XAP,
1554784,116306,Cash loans,,0,0,-568,XAP,
1672108,390296,Consumer loans,10604.7,56205,64944,-619,XAP,8
2835264,169492,Consumer loans,13350.555,127350,125122.5,-1740,XAP,12
1562142,355096,Consumer loans,6489.45,69525,69525,-427,XAP,12
2211749,300174,Consumer loans,3595.545,32719.5,32719.5,-414,XAP,10
2702192,156893,Consumer loans,6677.145,114462.9,129226.5,-807,XAP,24
1489358,388996,Consumer loans,3968.505,64998,87624,-801,XAP,24
1105393,207730,Consumer loans,26989.83,277177.5,268555.5,-2190,XAP,12
1232189,112850,Consumer loans,14407.11,381141,381141,-1372,XAP,36
2335693,124647,Consumer loans,15460.155,141282,153405,-796,XAP,12
1257949,156698,Consumer loans,6467.805,66690,73732.5,-823,XAP,12
1282532,221749,Consumer loans,9965.07,83812.5,94806,-1009,XAP,12
1817231,327542,Consumer loans,8448.255,40495.5,43704,-270,XAP,6
1684174,234245,Consumer loans,15920.55,139495.5,151465.5,-952,XAP,12
1120924,127709,Consumer loans,,92250,92250,-2489,LIMIT,
1240347,150955,Consumer loans,2673.315,20578.68,22617,-2411,XAP,12
1137089,442157,Consumer loans,21360.915,120411,120411,-1281,XAP,6
1625554,133778,Cash loans,42055.92,670983.705,717041.205,-768,HC,24
1059789,128279,Revolving loans,22500,0,450000,-1475,XAP,0
1847627,132216,Cash loans,38432.7,900000,1066320,-72,XAP,48
1335886,412723,Cash loans,40461.345,184500,213097.5,-721,XAP,6
1335891,226901,Cash loans,20983.995,180000,191880,-2467,XAP,12
1974603,424137,Cash loans,44832.015,450000,470790,-887,XAP,12
1668231,220058,Revolving loans,2250,45000,45000,-709,XAP,0
2835933,407871,Cash loans,7972.47,67500,86922,-624,XAP,18
2549092,172925,Cash loans,,0,0,-138,XAP,
2430079,380450,Cash loans,40804.065,675000,838899,-679,XAP,48
2450528,197937,Revolving loans,13500,270000,270000,-245,XAP,0
1573700,284314,Cash loans,33944.58,328500,429624,-550,XAP,24
1043167,433528,Cash loans,74444.715,1260000,1333179,-594,XAP,24
1219442,187967,Cash loans,16725.96,472500,547344,-395,XAP,48
1503889,324361,Cash loans,,0,0,-177,XAP,
2544187,332714,Cash loans,10120.005,225000,269550,-142,HC,36
1374731,348193,Consumer loans,17059.275,202491,161991,-60,XAP,14
2776664,366545,Consumer loans,6200.73,31261.5,29524.5,-1475,XAP,6
2508731,161471,Consumer loans,16571.745,179545.5,175455,-519,XAP,12
1271327,445978,Consumer loans,8814.6,81436.5,79339.5,-2252,XAP,10
